,Book-Author,Count,Average
53995,Sam Mcbratney,13,3.8461538461538463
3066,Anne M. Duquette,13,0.46153846153846156
54003,Sam Shepard,13,3.769230769230769
35311,Lass Small,13,0.3076923076923077
60596,Venise T. Berry,13,2.1538461538461537
43736,Miriam Macgregor,13,1.5384615384615385
56255,Stephanie Winston,13,1.3076923076923077
35321,Laura Antoniou,13,2.3076923076923075
5054,Benjamin Spock,13,1.4615384615384615
44067,Mort Walker,13,3.923076923076923
3003,Anne Graham Lotz,13,2.6153846153846154
61652,Webb Garrison,13,2.6923076923076925
11703,Dana Ransom,13,1.0769230769230769
35354,Laura Day,13,2.3846153846153846
2997,Anne Geddes,13,3.1538461538461537
18849,Flora Rheta. Schreiber,13,1.8461538461538463
23552,Hilda Stahl,13,0.0
14330,Diane L. Carey,13,2.0
2942,Anne Cameron,13,4.0
14350,Diane Mckinney-Whetstone,13,4.615384615384615
53423,Rupert Sheldrake,13,3.3076923076923075
41162,Mary Kay Ash,13,3.3076923076923075
13547,Deborah Copaken Kogan,13,6.230769230769231
37114,Lisa Childs,13,1.9230769230769231
61404,Walter J. Williams,13,2.3076923076923075
37388,Lois Ehlert,13,2.769230769230769
11390,D.R. Meredith,13,2.076923076923077
27394,Jean Nidetch,13,1.3846153846153846
24347,Irene Hannon,13,1.4615384615384615
3397,Anthony Summers,13,1.5384615384615385
24372,Irene Zahava,13,1.3846153846153846
37245,Lisanne Norman,13,2.8461538461538463
37242,Lisa Zeidner,13,2.3076923076923075
3371,Anthony O'Neill,13,2.0
41662,Maureen Mckade,13,4.6923076923076925
56112,Stefanie Matteson,13,0.8461538461538461
13854,Denis Hamill,13,1.3076923076923077
41627,Maud H. Lovelace,13,5.6923076923076925
24169,Illona Linthwaite,13,6.615384615384615
18146,Ernest Shackleton,13,3.923076923076923
48978,Quinn Wilder,13,1.6153846153846154
3479,Antonya Nelson,13,2.076923076923077
120,A. M. Homes,13,3.3076923076923075
3240,Annie Griffin,13,1.2307692307692308
53928,Sally Quinn,13,1.3076923076923077
18084,Erin Pizzey,13,1.9230769230769231
18075,Erin Hart,13,2.230769230769231
23969,Huston Smith,13,5.153846153846154
61571,Wataru Yoshizumi,13,8.461538461538462
53676,Ryanne Corey,13,0.0
18011,Erich Fromm,13,1.3076923076923077
53978,Sam Hamill,13,2.076923076923077
35200,Larry Dark,13,3.3076923076923075
50357,Richard F. Newcomb,13,3.769230769230769
3650,Armstrong Sperry,13,2.6153846153846154
61622,Wayne Johnston,13,3.230769230769231
60655,Veronique Vienne,13,2.769230769230769
19074,Francesca Marciano,13,4.923076923076923
26891,Janet Lynnford,13,2.230769230769231
17678,Emily Jenkins,13,1.8461538461538463
19083,Francie Alexander,13,0.0
460,Adrian Nicole Leblanc,13,2.6923076923076925
4983,Ben Rehder,13,4.615384615384615
44105,Moveon,13,2.076923076923077
26864,Janet Kagan,13,2.769230769230769
11730,Dani Shapiro,13,2.3846153846153846
37961,Lucius Shepard,13,3.0
51149,Robert A. Johnson,13,2.0
43672,Mina Ford,13,3.076923076923077
50166,Richard A. Lupoff,13,1.4615384615384615
37877,Lowen Clausen,13,0.9230769230769231
36898,Linda Lewis,13,3.1538461538461537
14530,Dinah L. Moche,13,1.5384615384615385
47470,Paula Marantz Cohen,12,3.75
61710,Wendy Etherington,12,1.5
32905,Karen Pryor,12,2.8333333333333335
37505,Loren C. Eiseley,12,1.5
14013,Dennis Rainey,12,0.4166666666666667
46112,Pagan Kennedy,12,2.5833333333333335
56383,Stephen Goldin,12,2.6666666666666665
14838,Donald F Glut,12,1.25
10054,Christopher S. Wren,12,3.0
47460,Paula Huntley,12,2.4166666666666665
2686,Ann M Martin,12,0.6666666666666666
50650,Richard Parrish,12,1.25
3187,Anneli S. Rufus,12,3.9166666666666665
23013,Helen Humphreys,12,3.8333333333333335
21495,Golden,12,2.25
45382,Nina Kiriki Hoffman,12,4.5
10740,Conrad Allen,12,5.166666666666667
3770,Arthur Clarke,12,2.4166666666666665
45653,Norman Taylor,12,6.5
55122,Shay Youngblood,12,3.9166666666666665
55157,Sheila Greenwald,12,0.5
55809,Sondra Stanford,12,0.4166666666666667
1962,Amy Thomson,12,2.4166666666666665
9668,Chris Van Allsburg,12,4.833333333333333
47808,Peter Abrams,12,9.416666666666666
9280,Charlotte J. Beck,12,3.0
29141,Joanna Martine Woolfolk,12,5.666666666666667
56613,Sterling North,12,2.1666666666666665
55203,Sheila Walsh,12,1.75
14739,Don Richard Riso,12,5.666666666666667
10009,Christopher Marlowe,12,1.3333333333333333
30068,John Gunther,12,2.4166666666666665
39018,Marcel Montecino,12,1.0
38185,Lynn Bailey,12,0.5833333333333334
30075,John H. Davis,12,0.0
29562,John Altman,12,4.916666666666667
23903,Hugh Miller,12,3.5
6989,Bruno Maddox,12,2.5
29375,Joe Simpson,12,3.0
50687,Richard Rayner,12,3.0833333333333335
32956,Karen White,12,2.25
29556,John Allan Carpenter,12,0.0
43657,Milton Steinberg,12,3.4166666666666665
62210,William G. Tapply,12,3.4166666666666665
1972,Amy Yurk,12,1.25
36817,Linda Goodnight,12,0.4166666666666667
61533,Warren Ellis,12,6.0
42978,Michael Savage,12,2.75
21475,Gloria Whelan,12,1.5833333333333333
3274,Anouchka Grose Forrester,12,3.0
4310,Barbara Chase-Riboud,12,0.4166666666666667
37207,Lisa Samson,12,3.5833333333333335
24235,India Edghill,12,5.166666666666667
62293,William Hoffman,12,2.9166666666666665
56114,Stefanie Scott,12,1.9166666666666667
42902,Michael Perry,12,3.5833333333333335
7167,C. David Heymann,12,0.4166666666666667
4323,Barbara Corcoran,12,0.8333333333333334
37212,Lisa See,12,1.9166666666666667
30420,John Mcafee,12,2.75
6254,Bonnie Gardner,12,1.4166666666666667
24953,J.C. Pollock,12,1.0833333333333333
36085,Leisha Kelly,12,0.0
50436,Richard Hefter,12,0.4166666666666667
16065,Eden Gray,12,2.1666666666666665
57880,Suzette Haden Elgin,12,2.25
28951,Joan Elizabeth Lloyd,12,5.583333333333333
9732,Christina Bartolomeo,12,2.0833333333333335
10167,Cindy Blake,12,0.75
61756,Wendy Pini,12,2.0
44576,Nancy Rue,12,3.5
37266,Little Golden Books Staff,12,0.9166666666666666
28577,Jim Berg,12,2.5
36104,Len Colodny,12,0.0
50114,Riane Eisler,12,1.5
58585,Terry Devane,12,1.5
13676,Deborah Woodworth,12,1.9166666666666667
12686,David Howarth,12,3.8333333333333335
24460,Isabel Fonseca,12,5.333333333333333
50599,Richard Monaco,12,1.4166666666666667
23799,Howard Pyle,12,1.5833333333333333
13888,Denise Giardina,12,0.75
10440,Clement Clarke Moore,12,4.75
49680,Raymond A. Moody,12,4.083333333333333
1806,Amelia Grey,12,2.1666666666666665
21371,Glendon Swarthout,12,2.0
23267,Henry Louis Gates,12,3.3333333333333335
42945,Michael Ridpath,12,1.25
59863,Tom Stone,12,1.8333333333333333
45363,Nina Baym,12,2.6666666666666665
21319,Glade B. Curtis,12,4.833333333333333
39358,Margaret Summerville,12,1.75
60033,Tonya Pines,12,1.3333333333333333
58570,Terry Bisson,12,1.5833333333333333
47874,Peter Cameron,12,0.4166666666666667
1731,Alyssa Satin Capucilli,12,1.25
24350,Irene Kassorla,12,1.3333333333333333
10234,Claire Harrison,12,0.0
10122,Chuck Klosterman,12,4.416666666666667
6377,Brad Watson,12,0.5
48023,Peter Hessler,12,4.666666666666667
61075,Vivian Schurfranz,12,1.0833333333333333
29630,John Berger,12,1.6666666666666667
22512,Harold Kushner,12,2.0833333333333335
6753,Brock Cole,12,3.8333333333333335
9526,Choderlos De Laclos,12,4.5
2973,Anne Eames,12,0.8333333333333334
23570,Hillary Johnson,12,1.75
23586,Hiram Bingham,12,1.0
33222,Kate Walbert,12,1.8333333333333333
13073,David Remnick,12,1.5833333333333333
57855,Suzanne Simms,12,0.4166666666666667
6763,Bronwyn Jameson,12,0.5
43473,Mike Peters,12,2.0
6658,Brian Morgan,12,0.0
14757,Don W. Weber,12,2.0833333333333335
36759,Linda Castle,12,0.4166666666666667
24717,J. G. Ballard,12,2.4166666666666665
2372,Andy Griffiths,12,1.75
37777,Louise Bates Ames,12,3.6666666666666665
24683,J. D. Salinger,12,2.9166666666666665
25284,Jackie Fischer,12,4.0
9481,Chet Raymo,12,4.0
29833,John Dalmas,12,3.9166666666666665
29248,Jodi O'Donnell,12,1.1666666666666667
15129,Doranna Durgin,12,2.1666666666666665
2353,Andy Andrews,12,3.5
48350,Phil Hirsch,12,2.5833333333333335
25224,Jack Schaefer,12,2.75
57830,Suzanne Macpherson,12,1.4166666666666667
33582,Kathryn Kramer,12,2.0
50216,Richard Bausch,12,1.75
14366,Diane Pershing,12,0.5833333333333334
10507,Clint Willis,12,1.8333333333333333
58149,T.J. Macgregor,12,3.8333333333333335
25132,Jack Handey,12,6.416666666666667
55847,Sonya Sones,12,2.5
58306,Taro Gomi,12,2.25
22843,Heather Cullman,12,1.25
36656,Lillian Faderman,12,1.4166666666666667
25073,Jack C. Harris,12,3.25
2603,Ann Charters,12,3.0833333333333335
38406,M. D. Lake,12,0.0
36634,Lilian Moore,12,4.5
22683,Harry Mazer,12,1.5833333333333333
10368,Claudette Williams,12,2.0
56464,Stephen Levine,12,2.0
51420,Robert Elegant,12,1.0833333333333333
29305,Joe Eszterhas,12,1.4166666666666667
22892,Hedrick Smith,12,0.0
61348,Walt Disney Staff,12,1.4166666666666667
10538,Clyde Phillips,12,1.5
50226,Richard Blow,12,2.4166666666666665
38499,M. R. Sellars,12,1.3333333333333333
37775,Louise Bagshawe,12,2.1666666666666665
36761,Linda Cobb,12,3.5833333333333335
58120,T. Raphael Simons,12,3.5
33117,Kate Charles,12,0.5833333333333334
29953,John F. Kennedy,12,1.3333333333333333
49837,Rebecca Moesta,12,0.8333333333333334
38234,Lynn Kerstan,12,3.3333333333333335
37689,Louis Bayard,12,3.5
25482,Jake Logan,12,0.0
9348,Checkerbee Publishing,12,1.6666666666666667
56252,Stephanie St. Pierre,12,2.9166666666666665
22000,Guy De Maupassant,12,2.5833333333333335
38231,Lynn Johnston,12,4.583333333333333
44402,Nancy Dunnan,12,3.3333333333333335
10295,Clare De Vries,12,0.9166666666666666
25024,J.T. Edson,12,1.1666666666666667
62089,William Coughlin,12,1.8333333333333333
59677,Tom Corbett,12,3.8333333333333335
28331,Jess Walter,12,2.8333333333333335
9310,"Charlotte Sophia, Phd. Kasl",12,5.0
30039,John Glatt,12,2.4166666666666665
36353,Lesley Bremness,12,7.0
4119,B. F. Skinner,12,3.0
9298,Charlotte Paul,12,0.4166666666666667
22834,Heather Amery,12,3.75
44121,Mtv,12,2.5
38993,Marc Okrand,12,2.8333333333333335
22046,Gwen Shamblin,12,3.75
2643,Ann Granger,12,3.3333333333333335
45793,Oliver North,12,3.0833333333333335
23727,Howard Blum,12,3.0833333333333335
25349,Jacob Weisberg,12,4.916666666666667
36491,Lester Del Rey,12,1.3333333333333333
22344,Hannah Arendt,12,2.75
33170,Kate Kenyon,12,0.5833333333333334
2304,Andrew Sean Greer,12,4.333333333333333
33979,Kelly Link,12,2.9166666666666665
59816,Tom Negrino,12,5.25
29239,Jodi Compton,12,4.0
36982,Linda Sunshine,12,2.6666666666666665
55369,Sherryl Jordan,12,3.1666666666666665
22223,H.P. Lovecraft,12,5.916666666666667
23664,Holt,12,2.25
56398,Stephen Harrigan,12,4.5
59718,Tom Gardner,12,1.0
10631,Colin Wilson,12,2.0833333333333335
29360,Joe Nickell,12,1.5833333333333333
2769,Ann Victoria Roberts,12,0.5833333333333334
46002,P. C. Doherty,12,3.25
3585,Aristophanes,12,4.916666666666667
58405,Ted Smart,12,6.333333333333333
2196,Andrew Greeley,12,2.5833333333333335
10640,Colleen Collins,12,2.5833333333333335
13412,Dean King,12,2.9166666666666665
38352,Lynne Withey,12,2.9166666666666665
5267,Bertrand Russell,12,3.3333333333333335
16129,Edith Pargeter,12,2.8333333333333335
42850,Michael Nava,12,2.1666666666666665
4772,Barry Williams,12,4.25
19722,Fynn,12,2.8333333333333335
26594,Jane Gardam,12,2.0
17142,Elizabeth L. Post,12,2.25
31202,Jonathan Stone,12,1.75
53021,Rosalind Greenberg,12,1.9166666666666667
40548,Martha Hix,12,2.1666666666666665
8535,Catherine Todd,12,4.583333333333333
32219,Jules Feiffer,12,1.6666666666666667
46435,Pat Robertson,12,2.1666666666666665
59313,Tillie Olsen,12,1.4166666666666667
27804,Jeffrey Hollender,12,1.25
53009,Rosalie Henaghan,12,0.4166666666666667
27813,Jeffrey Konvitz,12,1.4166666666666667
42293,Michael A. Kahn,12,6.666666666666667
34794,Kristen Kemp,12,0.6666666666666666
42270,Micah Sparks,12,2.3333333333333335
19680,Freya Littledale,12,1.5
8443,Catherine Creel,12,0.0
53086,Rose Greydanus,12,2.75
54325,Sara Gruen,12,4.833333333333333
4828,Baum,12,2.0
17286,Elizabeth Von Arnim,12,4.833333333333333
62818,Wladyslaw Szpilman,12,1.5
11146,Cynthia Defelice,12,1.9166666666666667
26707,Jane Roberts,12,3.75
26708,Jane Roberts Wood,12,3.8333333333333335
57519,Susan Meyers,12,1.5
19479,Fred Gallagher,12,6.083333333333333
664,Alan Benjamin,12,2.1666666666666665
11889,Daniel Pool,12,2.25
5530,Betty White,12,2.4166666666666665
49293,Rachelle Morgan,12,2.4166666666666665
54597,Schulz,12,2.4166666666666665
10970,Craig Lesley,12,2.6666666666666665
7487,Canfield. Jack,12,5.416666666666667
10992,Craig Spector,12,2.3333333333333335
40190,Mark I. Pinsky,12,2.0833333333333335
35804,Lawrence Leshan,12,0.0
16733,Eleanor H. Porter,12,3.0
57617,Susan Shwartz,12,1.6666666666666667
45254,Nicole Byrd,12,3.0
8544,Cathie Pelletier,12,3.0833333333333335
35811,Lawrence M. Krauss,12,2.5
26328,Jamie Harrison,12,1.5
7462,Candace Ward,12,2.1666666666666665
7454,Candace Mccarthy,12,2.4166666666666665
40096,Mark Canter,12,3.0
4602,Barbara Tuchman,12,2.1666666666666665
7500,Cara Black,12,2.5
27874,Jeneth Murrey,12,0.0
54489,Sarah Schulman,12,3.6666666666666665
40313,Mark S. Bernthal,12,1.0
32328,Julian Gough,12,2.4166666666666665
32324,Julian F. Thompson,12,3.4166666666666665
12170,Dave Marsh,12,4.5
42438,Michael Cordy,12,3.4166666666666665
19938,Gail Gibbons,12,4.5
16957,Elizabeth Boyer,12,1.0
32297,Julia Ross,12,3.25
4665,Barney Leason,12,0.8333333333333334
26460,Jan Siegel,12,3.5833333333333335
11039,Crosby Bonsall,12,2.0
54440,Sarah Holland,12,0.0
31119,Jonathan Coe,12,3.75
8546,Cathleen Clare,12,2.75
46880,Patrick Sheane Duncan,12,2.0
4900,Bel Kaufman,12,2.75
34869,Kuki Gallmann,12,2.6666666666666665
46712,Patricia Springer,12,3.0833333333333335
136,A. N. Wilson,12,0.6666666666666666
48960,Queen Noor,12,2.9166666666666665
53964,Sam Brown,12,3.9166666666666665
18025,Erick Wujcik,12,7.75
63086,Zachary Alan Fox,12,2.5
41442,Marybeth Bond,12,3.6666666666666665
48994,R. A. Forster,12,1.25
40974,Mary Casanova,12,2.6666666666666665
18613,Faith Sullivan,12,3.0
59156,Thomas Mcguane,12,1.8333333333333333
27056,Janis Harrison,12,2.9166666666666665
234,Aaron J. Elkins,12,4.416666666666667
54016,Sam Walton,12,1.5
262,Abby Frucht,12,1.5833333333333333
41543,Matthew Braun,12,0.0
11485,Dalma Heyn,12,1.0
27456,Jean Webster,12,4.666666666666667
115,A. L. Singer,12,0.0
18418,Eve Forward,12,2.1666666666666665
8091,Caroline Anderson,12,0.75
27322,Jean Ferris,12,2.1666666666666665
53788,S.P. Somtow,12,2.9166666666666665
53794,Sabin Willett,12,1.25
57368,Susan Forward,12,4.833333333333333
59087,Thomas J. Craughwell,12,3.75
63165,Zolar,12,3.0833333333333335
11407,Dagoberto Gilb,12,1.5
53845,Salley Vickers,12,2.3333333333333335
5259,Bertice Berry,12,2.8333333333333335
5260,Bertolt Brecht,12,1.6666666666666667
31777,Joyce Porter,12,0.0
41360,Mary Stolz,12,2.3333333333333335
49078,R. J. Kaiser,12,1.75
34936,L. A. Graf,12,1.1666666666666667
26882,Janet Leigh,12,1.5
62896,Wynema Mcgowan,12,0.5833333333333334
26821,Janet Craig,12,2.3333333333333335
11822,Daniel J. Boorstin,12,0.0
11810,Daniel Hayes,12,1.3333333333333333
42064,Melissa Lowell,12,0.4166666666666667
46518,Patricia Cabot,12,3.6666666666666665
46816,Patrick J. Mcmanus,12,3.5833333333333335
17623,Emilie Rose,12,4.0
34903,Kurtz,12,4.416666666666667
35422,Laura Lee Hope,12,2.1666666666666665
42018,Melinda Blanchard,12,1.8333333333333333
42012,Melba Patillo Beals,12,4.083333333333333
62949,Yasmine Galenorn,12,3.4166666666666665
53400,Rudolph W. Giuliani,12,4.0
19058,Frances Weaver,12,3.4166666666666665
8192,Carolyn Coman,12,2.5
41125,Mary Jane Auch,12,5.0
11227,Cynthia Wright,12,1.8333333333333333
17695,Emily Prager,12,1.6666666666666667
19031,Frances Mccullough,12,1.3333333333333333
27601,Jeanne Williams,12,0.3333333333333333
5383,Betsy Israel,12,1.4166666666666667
41945,Meghan Daum,12,2.5
26966,Janette Sebring Lowrey,12,1.6666666666666667
11261,D. B. C. Pierre,12,2.5
53534,Ruth Chew,12,0.4166666666666667
18707,Felice Picano,12,3.25
46742,Patricia Wallace,12,0.6666666666666666
18699,Fedor Dostoevsky,12,5.166666666666667
26981,Janice Carter,12,2.8333333333333335
52748,Ron Faust,12,2.5833333333333335
59308,Tiffanie Debartolo,12,3.0833333333333335
15975,Ed Dee,12,3.25
52637,Roger Stern,12,2.0833333333333335
32458,Julie Tetel,12,0.6666666666666666
4520,Barbara Miller,12,2.75
4521,Barbara Milo Ohrbach,12,4.75
8887,Charles Earle Funk,12,1.5833333333333333
26204,James Spada,12,2.0833333333333335
52621,Roger Price,12,2.0833333333333335
32613,K. Amber,12,1.9166666666666667
54675,Scott Mackay,12,2.3333333333333335
48606,Phillip K Howard,12,2.5
26227,James Tate,12,4.5
42790,Michael Macrone,12,3.25
39944,Marita Golden,12,0.5833333333333334
1274,Algernon Blackwood,12,0.8333333333333334
62382,William Kent Krueger,12,4.333333333333333
59409,Tim Sandlin,12,1.4166666666666667
35865,Lea Wait,12,5.5
27982,Jennifer L. O'Connell,12,2.6666666666666665
30655,John Rechy,12,4.5
12338,David Bodanis,12,4.25
5677,Bill Buchanan,12,1.3333333333333333
16407,Edward M. Hallowell,12,2.0833333333333335
52542,Roger Elwood,12,1.0833333333333333
52512,Roger Angell,12,1.1666666666666667
26170,James Ruddick,12,0.5833333333333334
59463,Timothy Ferris,12,2.6666666666666665
10882,Cory Doctorow,12,2.4166666666666665
1428,Alina Adams,12,2.8333333333333335
16359,Edward Humes,12,2.0833333333333335
47159,Paul Hawken,12,2.4166666666666665
7302,C.J. Anders,12,2.0833333333333335
52472,Roderick Macleish,12,1.0833333333333333
16475,Edward Twitchell Hall,12,1.1666666666666667
32577,Justin Heimberg,12,3.25
8746,Charlene Ann Baumbich,12,3.5833333333333335
49513,Random House,12,7.0
20930,Gerald Green,12,1.0833333333333333
46247,Pamela Kaufman,12,3.8333333333333335
40003,Marjorie Reynolds,12,2.0833333333333335
12260,David Alderton,12,3.1666666666666665
12268,David Ambrose,12,2.3333333333333335
49426,Ralph W. Cotton,12,0.4166666666666667
52352,Robin Moore,12,1.8333333333333333
30930,John White,12,0.75
59516,Tina Daniell,12,3.75
30508,John O'Brien,12,2.4166666666666665
30479,John Muir,12,5.166666666666667
33574,Kathryn Jackson,11,4.181818181818182
14335,Diane Leslie,11,4.181818181818182
17737,Emma Lange,11,3.1818181818181817
54118,Sanaya Roman,11,3.0
53900,Sally Heywood,11,0.0
8237,Carolyn Mackler,11,3.272727272727273
21320,Glade B. Curtis M.D. Ob/Gyn,11,5.909090909090909
62972,Yevgeny Zamyatin,11,1.9090909090909092
7816,Carol Field Dahlstrom,11,5.636363636363637
1449,Alison Bechdel,11,6.363636363636363
9097,Charles R Swindoll,11,2.3636363636363638
8017,Carole Berry,11,2.8181818181818183
2932,Anne Bronte,11,1.5454545454545454
41175,Mary Kingsley,11,2.0
47406,Paul West,11,2.090909090909091
43967,Monica Wood,11,0.0
1579,Allan Topol,11,2.5454545454545454
18200,Essie Summers,11,0.0
33610,Kathryn Reiss,11,3.090909090909091
23648,Holly Kowitt,11,1.4545454545454546
16081,Edgar Lee Masters,11,2.6363636363636362
62363,William Joyce,11,1.5454545454545454
50523,Richard La Plante,11,1.5454545454545454
31794,Joyce Thies,11,0.45454545454545453
23640,Holly Harte,11,1.4545454545454546
21309,Gita Mehta,11,2.272727272727273
53562,Ruth Harris,11,0.8181818181818182
39349,Margaret Sidney,11,2.8181818181818183
7852,Carol Hill,11,0.0
18907,Fodors,11,1.8181818181818181
29302,Joe Dever,11,0.0
46555,Patricia Evans,11,1.6363636363636365
58154,T.L. Mancour,11,2.5454545454545454
62254,William H. Lovejoy,11,1.0
41999,Melanie Rae Thon,11,1.6363636363636365
55730,Sister Souljah,11,5.454545454545454
54879,Seymour Reit,11,1.3636363636363635
30308,John Lawton,11,3.1818181818181817
6548,Brian Aldiss,11,2.272727272727273
42038,Melisa Michaels,11,6.181818181818182
542,Ai Yazawa,11,5.090909090909091
19206,Frank Baldwin,11,1.4545454545454546
