,Decade-Of-Publication,Book-Rating
235257,1990,7
235262,1990,8
235263,1990,3
235267,1990,6
235272,1990,8
235274,1990,8
235277,1990,8
235281,1990,6
235288,1990,8
235292,1990,9
235298,1990,7
235299,1990,9
235300,1990,7
235304,1990,10
235310,1990,8
235312,1990,10
235313,1990,10
235315,1990,9
235317,1990,10
235321,1990,8
235322,1990,6
235331,1990,7
235337,1990,6
235338,1990,7
235343,1980,9
235345,1990,8
235348,1990,5
235349,1990,9
235351,1990,10
235353,1990,7
235360,1990,6
235362,1990,8
235372,1990,8
235373,1990,8
235381,1990,8
235382,1990,7
235388,1990,7
235398,1990,9
235412,1990,10
235419,1990,9
235422,1990,9
235423,1990,6
235431,1990,7
235451,1990,8
235460,1990,9
235462,1990,8
235465,1990,10
235480,1990,7
235485,1990,7
235489,1990,5
235493,1990,8
235495,2000,8
235496,2000,9
235508,1990,8
235511,1990,9
235519,1990,8
235529,1980,5
235530,1980,7
235531,1980,7
235542,1990,6
235544,1990,5
235554,1990,9
235555,1990,8
235560,1990,10
235563,1990,7
235572,1990,7
235590,1990,7
235599,1990,8
235612,1990,7
235623,1990,7
235633,1990,9
235636,1990,1
235646,1990,8
235650,1990,4
235654,1990,8
235656,1990,5
235658,1990,7
235663,1990,5
235668,1990,5
235685,1990,7
235692,1990,4
235707,1990,8
235708,1990,9
235716,1990,10
235746,1990,10
235754,1990,7
235758,1990,10
235759,1990,5
235762,1990,9
235784,1990,5
235785,1990,2
235791,1990,5
235794,1990,5
235796,1990,10
235800,1990,8
235801,1990,5
235827,1990,10
235840,1990,10
235841,1990,5
235849,2000,10
235857,2000,5
235863,1990,7
235868,1990,9
235869,1990,8
235871,1990,5
235880,1990,9
235882,1990,9
235888,2000,5
235895,2000,7
235901,2000,6
235907,2000,8
235909,2000,6
235910,2000,8
235912,2000,4
235915,2000,8
235919,2000,10
235920,2000,7
235923,2000,9
235925,2000,8
235926,2000,8
235930,1950,8
235935,1990,8
235938,1990,7
235942,1990,7
235954,1990,8
235955,1990,5
235962,1990,6
235964,1990,10
235969,1990,6
235975,1990,9
235976,1990,8
235980,1990,7
235982,1990,7
235984,1990,5
235986,1990,5
235988,2000,6
235995,2000,8
236003,2000,8
236005,2000,10
236008,1970,9
236014,1980,9
236017,1980,9
236019,1980,8
236024,1980,10
236028,1980,8
236029,1980,7
236032,1980,5
236037,1980,9
236044,1980,5
236048,1980,9
236051,1980,8
236059,1980,9
236061,1980,6
236067,1980,10
236068,1980,7
236069,1980,7
236070,1980,4
236074,1980,7
236075,1980,7
236078,1980,7
236079,1980,10
236084,1980,5
236087,1980,6
236088,1980,5
236091,1980,10
236101,1980,4
236102,1980,8
236104,1980,8
236115,1980,7
236117,1980,10
236120,1980,9
236133,1980,9
236140,1980,7
236142,1980,8
236147,1980,8
236157,1980,8
236158,1980,10
236168,1980,8
236169,1980,9
236175,1980,8
236178,1980,9
236182,1980,7
236184,1980,7
236186,1980,9
236187,1980,8
236190,1990,7
236191,1990,10
236193,1990,7
236201,1990,10
236206,1990,8
236212,1990,9
236215,1990,8
236217,1990,8
236220,1990,8
236222,1990,9
236226,1990,7
236230,1990,4
236234,1990,8
236235,1990,10
236240,1990,8
236241,1990,8
236250,1980,7
236268,1980,8
236276,1980,8
236287,1980,5
236289,1980,8
236291,1980,7
236298,1990,7
236299,1990,8
236300,1990,10
236304,1990,7
236317,1990,8
236318,1990,10
236319,1990,10
236320,1990,10
236321,1990,10
236322,1990,10
236324,1990,10
236326,1990,4
236328,1990,10
236329,1990,7
236334,1990,7
236337,1990,8
236338,1990,7
236340,1990,10
236342,1990,10
236343,1990,6
236346,1990,10
236350,1990,8
236352,1990,10
236357,1990,8
236361,1990,10
236362,1990,9
236364,1990,7
236366,1990,6
236367,1990,5
236368,1990,7
236369,1990,2
236371,1980,7
236373,1990,9
236374,1990,8
236381,1990,10
236383,1990,8
236388,1990,10
236390,1990,8
236392,1990,8
236394,1990,10
236401,1990,6
236403,1990,7
236409,1990,7
236421,1990,5
236424,1990,5
236427,1990,5
236429,1990,8
236433,1990,6
236436,1990,7
236446,1990,9
236448,1990,10
236450,1990,8
236462,1990,10
236472,1990,5
236477,1990,8
236479,1990,8
236482,1990,10
236483,1990,5
236485,1990,9
236491,1990,10
236497,1990,10
236498,1990,9
236502,1990,9
236510,1990,9
236511,1990,6
236512,1990,7
236515,1990,8
236520,1990,7
236525,1990,7
236530,1990,9
236535,1990,9
236536,1990,10
236537,1990,7
236539,1990,9
236546,1990,8
236555,1990,9
236560,1990,7
236562,1990,10
236570,1990,8
236580,1990,8
236588,1990,5
236592,1990,10
236594,1990,8
236601,1990,8
236603,1990,9
236612,1990,8
236616,1990,7
236619,1990,6
236622,1990,9
236625,1990,6
236626,1990,9
236627,1990,8
236632,1990,10
236636,1990,7
236643,2000,8
236646,2000,10
236647,2000,8
236653,2000,10
236654,2000,10
236656,2000,9
236660,2000,10
236664,2000,9
236666,2000,10
236667,2000,9
236669,2000,10
236670,2000,8
236673,2000,7
236676,2000,8
236680,2000,5
236683,2000,7
236685,2000,8
236686,2000,10
236691,2000,10
236694,2000,9
236698,2000,7
236699,2000,8
236702,2000,8
236703,2000,6
236710,2000,7
236712,2000,8
236713,2000,4
236716,2000,8
236717,2000,8
236718,2000,10
236721,2000,8
236723,2000,8
236726,2000,6
236729,2000,9
236733,2000,8
236736,2000,8
236741,2000,9
236742,2000,8
236745,2000,5
236749,2000,9
236750,2000,8
236751,2000,6
236753,2000,9
236755,2000,6
236757,2000,7
236758,2000,4
236759,2000,6
236761,2000,10
236764,2000,8
236766,2000,7
236767,2000,9
236771,2000,5
236793,2000,10
236794,2000,9
236797,2000,5
236798,2000,7
236802,2000,9
236809,2000,10
236814,2000,7
236816,2000,8
236817,2000,8
236822,1990,10
236824,1990,10
236825,1990,8
236830,2000,7
236831,2000,9
236833,2000,6
236852,1990,8
236856,1990,10
236859,1990,5
236860,1990,9
236861,1990,7
236862,1990,10
236864,1980,4
236869,1980,8
236872,1980,9
236893,1980,6
236896,1990,5
236899,1990,7
236900,1990,6
236903,1990,8
236905,1990,6
236906,1990,7
236909,1990,7
236915,1990,8
236918,1990,10
236923,1990,10
236931,1990,10
236932,1990,9
236940,1980,7
236946,2000,8
236948,2000,10
236950,2000,6
236952,2000,7
236959,2000,7
236961,2000,6
236974,1980,10
236978,1980,6
236994,1990,2
237006,1990,7
237007,1990,9
237009,1990,10
237012,1990,8
237017,1990,9
237021,1990,10
237022,1990,7
237028,1990,10
237031,1990,5
237032,1990,9
237033,1990,8
237034,1990,8
237036,1990,5
237040,1990,10
237042,1990,9
237044,1990,9
237045,1990,10
237047,1990,9
237049,1990,5
237051,1990,9
237053,1990,10
237058,1990,8
237062,1980,7
237064,1980,5
237065,1980,10
237077,2000,10
237080,1980,8
237084,2000,10
237088,2000,5
237089,1980,8
237090,1980,9
237103,1990,5
237114,1990,10
237116,1990,8
237120,1990,7
237126,1980,8
237127,1980,10
237132,1980,1
237137,1980,9
237149,1980,7
237157,1990,7
237158,1990,9
237159,1990,7
237164,1980,8
237165,1990,9
237167,1990,8
237173,1990,9
237174,1990,9
237186,1980,8
237187,1980,7
237192,1990,7
237193,1990,8
237195,1990,7
237198,1990,10
237210,1990,10
237214,1990,7
237215,1990,10
237216,1990,5
237218,1990,10
237223,1990,9
237227,1990,10
237228,1990,10
237229,1990,10
237230,1990,5
237233,1990,9
237235,1990,8
237236,1990,7
237237,1990,7
237238,1990,9
237239,1990,10
237240,1990,4
237248,1990,10
237253,1990,9
237254,1990,10
237256,1990,9
237261,1990,9
237262,1990,7
237264,1990,6
237267,1990,8
237272,1990,10
237274,1990,10
237275,1990,6
237277,1990,8
237278,1990,10
237285,1990,10
237286,1990,8
237288,1990,9
237290,1990,6
237292,1990,7
237297,1990,8
237298,1990,7
237302,1990,9
237306,1990,10
237316,1990,9
237318,1990,8
237323,1990,10
237324,1990,8
237336,2000,10
237345,1990,7
237346,1990,7
237349,1990,9
237350,1990,5
237353,1990,8
237354,1990,10
237359,1990,7
237368,2000,6
237378,1990,7
237390,1990,8
237404,1990,5
237407,1990,8
237408,1990,6
237416,1990,8
237422,2000,8
237426,2000,7
237431,2000,7
237436,2000,6
237438,2000,5
237444,2000,6
237445,2000,5
237454,2000,7
237455,2000,7
237460,2000,6
237462,2000,10
237470,1990,7
237474,1990,6
237475,1990,8
237478,1990,9
237480,1990,4
237482,1990,6
237486,1990,8
237488,1990,8
237500,1990,6
237501,1990,6
237509,2000,5
237513,2000,5
237514,2000,8
237516,2000,8
237519,2000,8
237522,2000,9
237524,2000,8
237529,2000,8
237530,2000,8
237534,2000,8
237543,1990,6
237552,1990,7
237554,1990,8
237558,1990,6
237559,1990,8
237569,1990,7
237577,1990,7
237580,2000,6
237586,2000,8
237594,2000,6
237602,2000,7
237615,2000,9
237626,2000,5
237630,2000,7
237633,2000,8
237648,2000,8
237659,2000,7
237663,2000,8
237664,2000,5
237670,2000,8
237673,2000,10
237675,2000,9
237683,2000,7
237686,2000,8
237691,2000,8
237696,2000,10
237699,2000,8
237722,2000,7
237725,2000,10
237728,2000,10
237737,2000,7
237747,2000,7
237753,2000,10
237754,2000,3
237757,2000,7
237759,2000,8
237764,2000,10
237765,2000,8
237775,2000,10
237777,2000,10
237779,2000,7
237788,2000,6
237790,2000,5
237791,2000,10
237794,2000,8
237795,2000,8
237796,2000,6
237803,2000,9
237822,2000,3
237829,2000,7
237833,2000,9
237839,2000,10
237848,2000,7
237850,2000,10
237851,2000,9
237852,2000,9
237853,2000,9
237856,2000,9
237859,2000,6
237861,2000,8
237862,2000,8
237867,2000,5
237868,1990,7
237871,1990,7
237883,1990,5
237888,1990,8
237897,2000,2
237905,1990,8
237915,2000,10
237916,2000,7
237919,2000,10
237923,2000,5
237925,2000,9
237926,2000,7
237933,2000,7
237935,2000,6
237936,2000,8
237953,2000,7
237955,2000,7
237959,1990,7
237962,2000,10
237969,2000,8
237972,2000,8
237976,1990,7
237979,1990,7
237980,1990,6
237989,2000,6
237996,1990,8
238001,1990,9
238005,1990,9
238007,1990,10
238008,1990,10
238010,1990,5
238016,1990,7
238019,1990,10
238023,1990,6
238025,1990,5
238026,1990,7
238029,1990,10
238030,1990,10
238033,1990,4
238035,1990,8
238037,1980,5
238044,1980,7
238049,1980,7
238051,1980,3
238053,1980,10
238055,1980,9
238057,1980,10
238059,1980,9
238065,1980,8
238069,1980,7
238072,2000,10
238073,2000,10
238079,2000,7
238080,2000,10
238081,2000,5
238082,2000,9
238083,2000,8
238085,2000,10
238088,2000,8
238096,2000,7
238100,1990,9
238101,1990,8
238102,1990,7
238104,1990,8
238108,1990,10
238109,1990,7
238110,1990,8
238112,1990,10
238113,1990,7
238115,1990,7
238116,1990,6
238118,1990,7
238120,1990,7
238128,2000,7
238131,2000,6
238133,2000,6
238136,2000,7
238140,2000,8
238145,2000,6
238148,2000,8
238149,2000,1
238150,2000,9
238151,2000,9
238154,2000,5
238156,2000,10
238164,2000,5
238174,2000,9
238190,1990,3
238192,1990,7
238202,1980,5
238210,1990,5
238212,1990,9
238213,1990,8
238214,1990,7
238216,1990,8
238217,1990,8
238219,1990,8
238237,1990,6
238243,2000,8
238252,2000,8
238263,2000,8
238265,2000,4
238275,2000,5
238283,2000,10
238285,2000,5
238286,2000,6
238288,1990,10
238294,2000,4
238295,2000,7
238306,1990,7
238307,1990,9
238315,2000,9
238318,2000,9
238326,2000,6
238329,1990,5
238330,2000,5
238334,2000,7
238335,2000,2
238338,1990,6
238342,1990,8
238343,1990,9
238346,1990,8
238347,2000,7
238357,1990,5
238359,1990,9
238361,1990,8
238366,1990,6
238368,1990,8
238369,1990,8
238371,1990,9
238377,1990,8
238380,1990,8
238389,1990,10
238391,1990,9
238393,1990,10
238396,1990,9
238397,1990,9
238404,1990,8
238410,1990,7
238413,2000,8
238414,2000,5
238419,2000,7
238426,2000,6
238435,2000,8
238442,1990,10
238446,1980,9
238450,1980,10
238451,1980,9
238452,1980,9
238453,1980,9
238457,1980,8
238461,1980,10
238469,2000,8
238470,2000,8
238472,1990,6
238475,1990,8
238476,1990,9
238477,1990,6
238483,1990,8
238485,1990,7
238487,1990,8
238489,1990,7
238491,1990,10
238494,1990,10
238498,1990,9
238503,1990,7
238508,1990,10
238509,1990,6
238524,1990,7
238532,1990,8
238533,1990,10
238536,1990,10
238552,1990,5
238562,2000,8
238565,2000,7
238570,1990,8
238578,1990,10
238579,1990,10
238580,1990,3
238582,1990,4
238584,1990,10
238585,1990,6
238591,1990,5
238595,2000,7
238597,1990,8
238598,1990,6
238599,1990,9
238601,1980,7
238604,1980,10
238611,1980,7
238616,1990,7
238619,1990,8
238620,1990,8
238621,1990,10
238622,1990,9
238624,1990,9
238625,1990,4
238626,1990,9
238628,1990,9
238629,1990,10
238630,1990,5
238638,1990,9
238642,1990,8
238648,1990,10
238651,1990,8
238652,1990,8
238658,1990,8
238660,1990,3
238664,1990,6
238672,1990,7
238684,1990,8
238688,1980,10
238696,1990,9
238697,1990,9
238705,1990,3
238708,1990,7
238712,1990,8
238718,1990,7
238724,1980,9
238736,2000,5
238747,2000,10
238762,1990,5
238773,2000,8
238774,2000,7
238776,2000,7
238779,2000,3
238785,2000,8
238789,2000,1
238791,2000,9
238799,2000,1
238803,2000,6
238811,2000,7
238813,2000,7
238817,2000,6
238819,2000,3
238823,2000,8
238829,2000,7
238830,2000,1
238831,2000,10
238833,2000,7
238834,2000,7
238835,2000,3
238843,1990,8
238852,1990,8
238853,1990,5
238876,1980,5
238878,1980,5
238889,1990,5
238899,1970,10
238902,1980,9
238905,1980,10
238920,1980,8
238930,1990,9
238931,1990,5
238935,1990,8
238937,1990,8
238950,1980,10
238956,1980,9
238958,1980,9
238960,1980,9
238964,1980,8
238965,1980,10
238972,1980,10
238976,1990,7
238987,2000,9
239009,2000,4
239014,2000,8
239015,2000,8
239039,2000,8
239040,2000,8
239043,2000,5
239055,1990,7
239057,1990,10
239059,1990,8
239061,1990,8
239069,1990,9
239073,1990,7
239076,1990,10
239078,1990,8
239094,2000,5
239103,2000,8
239104,2000,8
239124,2000,10
239128,2000,5
239132,2000,10
239134,2000,9
239143,2000,8
239145,2000,7
239148,2000,2
239149,2000,9
239150,2000,7
239156,1980,6
239157,1980,6
239159,1980,10
239161,1980,9
239162,1980,6
239164,1990,5
239165,1990,5
239168,1990,9
239175,1980,9
239176,1980,8
239184,1980,10
239185,1980,7
239188,1980,9
239189,1980,8
239209,1980,10
239213,1980,6
239215,1980,10
239220,2000,8
239224,1990,4
239225,1990,10
239244,1980,7
239245,1980,10
239250,1990,10
239258,1990,10
239260,1990,7
239261,1990,8
239265,1990,8
239266,2000,6
239268,2000,9
239270,2000,7
239273,2000,8
239274,2000,6
239278,2000,7
239279,2000,5
239283,2000,8
239296,2000,8
239297,2000,9
239299,2000,8
239303,2000,9
239307,2000,10
239308,2000,5
239315,2000,8
239325,2000,3
239332,2000,8
239336,2000,5
239338,2000,7
239339,2000,8
239342,2000,7
239343,2000,6
239355,2000,8
239358,2000,3
239362,2000,5
239364,2000,10
239367,2000,8
239369,2000,9
239372,2000,8
239373,2000,9
239378,2000,7
239383,2000,8
239385,2000,7
239387,2000,10
239395,2000,7
239396,2000,10
239403,2000,8
239408,2000,8
239411,2000,7
239414,2000,10
239416,2000,7
239418,2000,9
239419,2000,9
239420,2000,8
239421,2000,7
239422,2000,8
239424,2000,9
239426,2000,6
239427,2000,8
239431,2000,9
239443,2000,7
239449,2000,9
239453,2000,5
239455,2000,8
239456,2000,10
239464,2000,7
239469,2000,5
239473,2000,6
239480,1990,7
239483,1980,9
239484,1980,7
239489,1980,10
239490,1980,9
239493,1980,7
239495,1980,8
239497,1980,8
239499,1990,8
239509,1990,9
239511,1990,6
239521,1990,8
239522,1990,8
239523,2000,6
239524,2000,8
239527,2000,5
239528,2000,8
239532,2000,10
239539,2000,10
239540,1990,6
239541,1990,7
239546,2000,9
239548,1990,9
239557,1990,5
239561,1980,7
239563,1980,6
239567,2000,10
239569,2000,9
239572,2000,5
239579,2000,6
239581,2000,8
239584,2000,7
239599,1990,7
239602,1990,8
239604,1990,8
239613,1990,8
239620,1990,7
239621,1990,10
239637,1990,6
239647,2000,8
239651,2000,6
239653,2000,8
239655,2000,5
239658,2000,8
239664,2000,10
239667,2000,8
239669,2000,10
239670,2000,7
239674,1990,7
239676,1990,7
239680,2000,5
239688,2000,6
239689,1990,10
239692,1990,10
239695,1990,8
239696,1990,10
239697,1990,5
239698,1990,7
239703,1990,5
239704,2000,10
239705,2000,1
239706,2000,9
239712,2000,4
239713,2000,6
239714,2000,4
239715,2000,8
239717,2000,5
239718,2000,9
239720,2000,8
239724,2000,7
239725,2000,4
239726,2000,10
239729,2000,9
239730,2000,9
239739,2000,5
239740,2000,5
239744,2000,9
239746,2000,6
239748,2000,8
239750,2000,10
239755,1990,7
239760,1990,9
239765,1990,7
239768,1990,9
239770,1990,8
239773,1990,10
239776,1990,8
239777,1990,7
239782,1990,8
239784,1990,7
239785,1990,8
239786,1990,1
239787,1990,7
239789,1990,5
239791,1990,10
239792,2000,6
239802,2000,8
239803,2000,9
239804,2000,4
239806,1990,5
239809,1990,8
239810,1990,10
239817,1990,8
239819,1990,5
239826,1990,6
239828,1990,3
239835,1980,8
239836,1980,8
239841,1980,7
239842,1980,9
239844,1980,5
239859,1980,6
239870,1980,10
239874,1980,5
239885,1990,8
239886,1990,9
239896,1980,7
239904,1980,7
239909,2000,10
239912,2000,8
239914,2000,5
239915,2000,8
239918,2000,8
239919,2000,8
239938,2000,9
239940,2000,8
239948,1990,7
239951,1990,8
239960,2000,8
239961,2000,9
239962,2000,8
239977,1990,9
239981,1990,9
239983,1990,7
239985,1990,8
239993,1990,8
239994,1990,10
239996,2000,8
239998,1990,9
240003,1980,7
240006,1980,5
240009,1980,10
240012,1990,8
240015,1990,4
240020,1990,6
240021,1990,10
240027,1990,10
240029,1990,10
240031,1990,9
240036,1990,9
240037,1990,10
240042,1990,7
240043,1990,8
240045,1990,9
240048,1990,8
240051,1990,3
240053,1990,9
240057,1990,7
240059,1990,9
240073,1960,5
240074,1960,10
240076,2000,9
240078,2000,10
240080,2000,7
240086,1990,5
240089,1990,5
240092,1990,5
240094,1990,5
240097,2000,9
240101,1990,8
240102,1990,5
240103,1990,8
240104,1990,8
240109,1990,8
240110,1980,7
240111,1980,9
240112,1980,9
240113,1990,6
240115,1980,9
240116,1990,8
240117,1990,7
240118,1990,10
240126,2000,8
240129,2000,8
240130,2000,8
240136,2000,8
240137,2000,8
240143,2000,10
240144,2000,5
240147,2000,9
240164,2000,7
240167,2000,10
240168,2000,10
240174,2000,5
240176,2000,10
240178,2000,8
240186,2000,10
240196,2000,7
240198,2000,10
240202,2000,8
240209,2000,8
240211,2000,4
240213,2000,6
240220,2000,9
240225,2000,5
240226,2000,9
240228,2000,8
240230,2000,8
240231,2000,8
240237,2000,7
240240,2000,9
240242,2000,6
240244,2000,10
240249,2000,5
240253,1980,5
240257,2000,7
240260,2000,8
240263,2000,6
240267,1990,7
240268,1990,10
240274,1990,10
240281,1990,8
240282,1990,10
240287,1980,2
240289,1980,10
240290,1980,5
240291,1980,9
240293,1980,10
240298,1990,7
240300,1990,8
240310,1990,9
240315,1990,6
240317,1990,10
240319,1990,7
240336,2000,10
240341,2000,6
240344,2000,8
240345,2000,7
240349,2000,8
240358,2000,8
240367,2000,5
240369,2000,6
240370,2000,10
240371,2000,9
240372,2000,8
240377,2000,2
240379,2000,10
240383,2000,8
240384,2000,8
240393,2000,6
240397,2000,8
240399,1990,6
240400,1990,8
240402,1990,7
240407,1990,10
240408,1990,8
240410,1990,10
240411,1990,4
240412,1990,7
240419,1990,9
240422,1990,8
240427,1990,8
240433,1990,6
240437,1990,3
240442,1990,8
240443,1990,3
240446,1990,4
240454,1990,5
240457,1980,10
240459,1980,10
240463,1980,5
240467,1980,10
240468,1980,10
240474,1980,10
240476,1980,10
240477,1980,7
240478,1980,10
240483,1980,10
240487,1980,10
240489,1980,10
240490,1980,9
240493,1980,10
240501,1980,9
240502,1980,9
240509,1980,5
240512,1980,9
240514,1980,7
240517,1980,10
240521,1980,5
240522,1980,10
240524,1980,8
240539,1980,8
240550,1980,8
240555,1990,10
240559,1990,10
240564,1990,8
240567,2000,7
240569,2000,8
240576,2000,10
240579,2000,6
240581,2000,10
240582,2000,9
240585,2000,10
240588,2000,8
240589,2000,8
240593,2000,5
240597,2000,7
240600,2000,5
240604,2000,10
240608,2000,10
240609,2000,8
240613,2000,10
240624,2000,8
240626,2000,3
240628,2000,8
240632,2000,10
240633,2000,10
240639,2000,7
240641,2000,5
240642,2000,5
240645,2000,6
240646,2000,7
240647,2000,8
240651,2000,7
240655,1990,8
240661,1980,8
240668,1980,5
240670,1980,7
240676,1980,5
240678,1980,8
240687,1990,7
240688,1990,9
240692,1990,8
240705,1990,6
240707,1990,5
240710,1990,9
240720,1990,6
240726,1990,7
240727,1990,7
240730,1990,10
240756,1990,9
240757,1990,8
240758,2000,10
240764,1990,5
240766,1990,10
240777,1980,10
240779,1980,8
240780,1980,10
240782,1980,9
240783,1980,8
240786,1980,10
240788,1980,9
240789,1980,5
240790,1980,10
240792,1980,6
240793,1980,10
240798,1990,10
240804,1980,10
240812,1990,9
240814,1990,9
240822,2000,8
240824,2000,4
240828,2000,8
240833,2000,7
240835,2000,10
240837,2000,10
240844,2000,8
240851,2000,10
240857,2000,9
240859,2000,10
240862,2000,9
240866,2000,10
240868,2000,7
240878,1990,5
240880,1990,8
240881,1990,6
240887,1990,7
240906,1990,6
240911,1990,8
240914,1990,7
240915,1990,6
240922,1990,6
240923,1990,7
240928,1990,9
240938,1990,5
240945,1990,9
240951,1990,10
240955,1990,10
240965,2000,6
240972,2000,5
240985,1990,10
240996,1990,7
241001,1990,8
241004,1990,10
241007,1990,9
241008,1990,9
241011,1990,7
241013,2000,8
241014,2000,7
241016,2000,7
241031,2000,7
241035,2000,5
241039,2000,8
241040,2000,9
241042,2000,5
241052,2000,9
241057,1970,5
241059,1970,5
241060,2000,5
241066,2000,8
241070,2000,8
241071,2000,2
241074,1990,7
241077,1990,6
241079,1990,10
241080,1990,8
241082,1990,7
241084,1990,5
241085,1990,8
241087,1990,8
241091,1990,8
241094,1990,4
241095,1990,10
241097,1990,5
241098,1980,6
241110,2000,7
241113,2000,9
241116,2000,5
241119,2000,10
241124,2000,8
241129,2000,8
241134,2000,9
241148,2000,8
241154,2000,9
241159,1990,10
241160,1990,10
241164,1990,10
241179,1980,10
241181,1980,10
241190,1990,8
